SENTENCE,TAG,NER
Jakie są wymiary Toyoty avensis,wymiary_samochodu,O O O O B-MODEL 
Jakie są wymiary Toyoty ch-r,wymiary_samochodu,O O O O B-MODEL 
Jakie są wymiary Toyoty highlander,wymiary_samochodu,O O O O B-MODEL 
Jakie są wymiary Toyoty sequoia,wymiary_samochodu,O O O O B-MODEL 
Jakie są wymiary zewnętrzne Toyoty yaris,wymiary_samochodu,O O O O O B-MODEL 
Jakie są wymiary zewnętrzne Toyoty auris,wymiary_samochodu,O O O O O B-MODEL 
Jakie są wymiary zewnętrzne Toyoty prius,wymiary_samochodu,O O O O O B-MODEL 
Jakie są wymiary zewnętrzne Toyoty aygo,wymiary_samochodu,O O O O O B-MODEL 
Jakie są wymiary zewnętrzne Toyoty camry,wymiary_samochodu,O O O O O B-MODEL 
Jakie są wymiary zewnętrzne Toyoty corolla,wymiary_samochodu,O O O O O B-MODEL 
Jakie są wymiary zewnętrzne Toyoty avensis,wymiary_samochodu,O O O O O B-MODEL 
Jakie są wymiary zewnętrzne Toyoty ch-r,wymiary_samochodu,O O O O O B-MODEL 
Jakie są wymiary zewnętrzne Toyoty highlander,wymiary_samochodu,O O O O O B-MODEL 
Jakie są wymiary zewnętrzne Toyoty sequoia,wymiary_samochodu,O O O O O B-MODEL 
Jak duża jest Toyota yaris,wymiary_samochodu,O O O O B-MODEL 
Jak duża jest Toyota auris,wymiary_samochodu,O O O O B-MODEL 
Jak duża jest Toyota prius,wymiary_samochodu,O O O O B-MODEL 
Jak duża jest Toyota aygo,wymiary_samochodu,O O O O B-MODEL 
Jak duża jest Toyota camry,wymiary_samochodu,O O O O B-MODEL 
Jak duża jest Toyota corolla,wymiary_samochodu,O O O O B-MODEL 
Jak duża jest Toyota avensis,wymiary_samochodu,O O O O B-MODEL 
Jak duża jest Toyota ch-r,wymiary_samochodu,O O O O B-MODEL 
Jak duża jest Toyota highlander,wymiary_samochodu,O O O O B-MODEL 
Jak duża jest Toyota sequoia,wymiary_samochodu,O O O O B-MODEL 
Jak długa jest Toyota yaris,wymiary_samochodu,O O O O B-MODEL 
Jak długa jest Toyota auris,wymiary_samochodu,O O O O B-MODEL 
Jak długa jest Toyota prius,wymiary_samochodu,O O O O B-MODEL 
Jak długa jest Toyota aygo,wymiary_samochodu,O O O O B-MODEL 
Jak długa jest Toyota camry,wymiary_samochodu,O O O O B-MODEL 
Jak długa jest Toyota corolla,wymiary_samochodu,O O O O B-MODEL 
Jak długa jest Toyota avensis,wymiary_samochodu,O O O O B-MODEL 
Jak długa jest Toyota ch-r,wymiary_samochodu,O O O O B-MODEL 
Jak długa jest Toyota highlander,wymiary_samochodu,O O O O B-MODEL 
Jak długa jest Toyota sequoia,wymiary_samochodu,O O O O B-MODEL 
Jak szeroka jest Toyota yaris,wymiary_samochodu,O O O O B-MODEL 
Jak szeroka jest Toyota auris,wymiary_samochodu,O O O O B-MODEL 
Jak szeroka jest Toyota prius,wymiary_samochodu,O O O O B-MODEL 
Jak szeroka jest Toyota aygo,wymiary_samochodu,O O O O B-MODEL 
Jak szeroka jest Toyota camry,wymiary_samochodu,O O O O B-MODEL 
Jak szeroka jest Toyota corolla,wymiary_samochodu,O O O O B-MODEL 
Jak szeroka jest Toyota avensis,wymiary_samochodu,O O O O B-MODEL 
Jak szeroka jest Toyota ch-r,wymiary_samochodu,O O O O B-MODEL 
Jak szeroka jest Toyota highlander,wymiary_samochodu,O O O O B-MODEL 
Jak szeroka jest Toyota sequoia,wymiary_samochodu,O O O O B-MODEL 
Jak wysoka jest Toyota yaris,wymiary_samochodu,O O O O B-MODEL 
Jak wysoka jest Toyota auris,wymiary_samochodu,O O O O B-MODEL 
Jak wysoka jest Toyota prius,wymiary_samochodu,O O O O B-MODEL 
Jak wysoka jest Toyota aygo,wymiary_samochodu,O O O O B-MODEL 
Jak wysoka jest Toyota camry,wymiary_samochodu,O O O O B-MODEL 
Jak wysoka jest Toyota corolla,wymiary_samochodu,O O O O B-MODEL 
Jak wysoka jest Toyota avensis,wymiary_samochodu,O O O O B-MODEL 
Jak wysoka jest Toyota ch-r,wymiary_samochodu,O O O O B-MODEL 
Jak wysoka jest Toyota highlander,wymiary_samochodu,O O O O B-MODEL 
Jak wysoka jest Toyota sequoia,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary Toyoty yaris,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary Toyoty auris,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary Toyoty prius,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary Toyoty aygo,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary Toyoty camry,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary Toyoty corolla,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary Toyoty avensis,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary Toyoty ch-r,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary Toyoty highlander,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary Toyoty sequoia,wymiary_samochodu,O O O O B-MODEL 
Toyota yaris wymiary,wymiary_samochodu,O B-MODEL O 
Toyota auris wymiary,wymiary_samochodu,O B-MODEL O 
Toyota prius wymiary,wymiary_samochodu,O B-MODEL O 
Toyota aygo wymiary,wymiary_samochodu,O B-MODEL O 
Toyota camry wymiary,wymiary_samochodu,O B-MODEL O 
Toyota corolla wymiary,wymiary_samochodu,O B-MODEL O 
Toyota avensis wymiary,wymiary_samochodu,O B-MODEL O 
Toyota ch-r wymiary,wymiary_samochodu,O B-MODEL O 
Toyota highlander wymiary,wymiary_samochodu,O B-MODEL O 
Toyota sequoia wymiary,wymiary_samochodu,O B-MODEL O 
Toyota yaris szerokość,wymiary_samochodu,O B-MODEL O 
Toyota auris szerokość,wymiary_samochodu,O B-MODEL O 
Toyota prius szerokość,wymiary_samochodu,O B-MODEL O 
Toyota aygo szerokość,wymiary_samochodu,O B-MODEL O 
Toyota camry szerokość,wymiary_samochodu,O B-MODEL O 
Toyota corolla szerokość,wymiary_samochodu,O B-MODEL O 
Toyota avensis szerokość,wymiary_samochodu,O B-MODEL O 
Toyota ch-r szerokość,wymiary_samochodu,O B-MODEL O 
Toyota highlander szerokość,wymiary_samochodu,O B-MODEL O 
Toyota sequoia szerokość,wymiary_samochodu,O B-MODEL O 
Toyota yaris wysokość,wymiary_samochodu,O B-MODEL O 
Toyota auris wysokość,wymiary_samochodu,O B-MODEL O 
Toyota prius wysokość,wymiary_samochodu,O B-MODEL O 
Toyota aygo wysokość,wymiary_samochodu,O B-MODEL O 
Toyota camry wysokość,wymiary_samochodu,O B-MODEL O 
Toyota corolla wysokość,wymiary_samochodu,O B-MODEL O 
Toyota avensis wysokość,wymiary_samochodu,O B-MODEL O 
Toyota ch-r wysokość,wymiary_samochodu,O B-MODEL O 
Toyota highlander wysokość,wymiary_samochodu,O B-MODEL O 
Toyota sequoia wysokość,wymiary_samochodu,O B-MODEL O 
Toyota yaris długość,wymiary_samochodu,O B-MODEL O 
Toyota auris długość,wymiary_samochodu,O B-MODEL O 
Toyota prius długość,wymiary_samochodu,O B-MODEL O 
Toyota aygo długość,wymiary_samochodu,O B-MODEL O 
Toyota camry długość,wymiary_samochodu,O B-MODEL O 
Toyota corolla długość,wymiary_samochodu,O B-MODEL O 
Toyota avensis długość,wymiary_samochodu,O B-MODEL O 
Toyota ch-r długość,wymiary_samochodu,O B-MODEL O 
Toyota highlander długość,wymiary_samochodu,O B-MODEL O 
Toyota sequoia długość,wymiary_samochodu,O B-MODEL O 
Chciałbym znać wymiary Toyoty yaris,wymiary_samochodu,O O O O B-MODEL 
Chciałbym znać wymiary Toyoty auris,wymiary_samochodu,O O O O B-MODEL 
Chciałbym znać wymiary Toyoty prius,wymiary_samochodu,O O O O B-MODEL 
Chciałbym znać wymiary Toyoty aygo,wymiary_samochodu,O O O O B-MODEL 
Chciałbym znać wymiary Toyoty camry,wymiary_samochodu,O O O O B-MODEL 
Chciałbym znać wymiary Toyoty corolla,wymiary_samochodu,O O O O B-MODEL 
Chciałbym znać wymiary Toyoty avensis,wymiary_samochodu,O O O O B-MODEL 
Chciałbym znać wymiary Toyoty ch-r,wymiary_samochodu,O O O O B-MODEL 
Chciałbym znać wymiary Toyoty highlander,wymiary_samochodu,O O O O B-MODEL 
Chciałbym znać wymiary Toyoty sequoia,wymiary_samochodu,O O O O B-MODEL 
Wyświetl mi wymiary zewnętrzne Toyoty yaris,wymiary_samochodu,O O O O O B-MODEL 
Wyświetl mi wymiary zewnętrzne Toyoty auris,wymiary_samochodu,O O O O O B-MODEL 
Wyświetl mi wymiary zewnętrzne Toyoty prius,wymiary_samochodu,O O O O O B-MODEL 
Wyświetl mi wymiary zewnętrzne Toyoty aygo,wymiary_samochodu,O O O O O B-MODEL 
Wyświetl mi wymiary zewnętrzne Toyoty camry,wymiary_samochodu,O O O O O B-MODEL 
Wyświetl mi wymiary zewnętrzne Toyoty corolla,wymiary_samochodu,O O O O O B-MODEL 
Wyświetl mi wymiary zewnętrzne Toyoty avensis,wymiary_samochodu,O O O O O B-MODEL 
Wyświetl mi wymiary zewnętrzne Toyoty ch-r,wymiary_samochodu,O O O O O B-MODEL 
Wyświetl mi wymiary zewnętrzne Toyoty highlander,wymiary_samochodu,O O O O O B-MODEL 
Wyświetl mi wymiary zewnętrzne Toyoty sequoia,wymiary_samochodu,O O O O O B-MODEL 
Toyota yaris wycieraczki,wycieraczki,O B-MODEL O 
Toyota auris wycieraczki,wycieraczki,O B-MODEL O 
Toyota prius wycieraczki,wycieraczki,O B-MODEL O 
Toyota aygo wycieraczki,wycieraczki,O B-MODEL O 
Toyota camry wycieraczki,wycieraczki,O B-MODEL O 
Toyota corolla wycieraczki,wycieraczki,O B-MODEL O 
Toyota avensis wycieraczki,wycieraczki,O B-MODEL O 
Toyota ch-r wycieraczki,wycieraczki,O B-MODEL O 
Toyota highlander wycieraczki,wycieraczki,O B-MODEL O 
Toyota sequoia wycieraczki,wycieraczki,O B-MODEL O 
Jakie wycieraczki do Toyoty yaris,wycieraczki,O O O O B-MODEL 
Jakie wycieraczki do Toyoty auris,wycieraczki,O O O O B-MODEL 
Jakie wycieraczki do Toyoty prius,wycieraczki,O O O O B-MODEL 
Jakie wycieraczki do Toyoty aygo,wycieraczki,O O O O B-MODEL 
Jakie wycieraczki do Toyoty camry,wycieraczki,O O O O B-MODEL 
Jakie wycieraczki do Toyoty corolla,wycieraczki,O O O O B-MODEL 
Jakie wycieraczki do Toyoty avensis,wycieraczki,O O O O B-MODEL 
Jakie wycieraczki do Toyoty ch-r,wycieraczki,O O O O B-MODEL 
Jakie wycieraczki do Toyoty highlander,wycieraczki,O O O O B-MODEL 
Jakie wycieraczki do Toyoty sequoia,wycieraczki,O O O O B-MODEL 
Wymiary wycieraczek w Toyocie yaris,wycieraczki,O O O O B-MODEL 
Wymiary wycieraczek w Toyocie auris,wycieraczki,O O O O B-MODEL 
Wymiary wycieraczek w Toyocie prius,wycieraczki,O O O O B-MODEL 
Wymiary wycieraczek w Toyocie aygo,wycieraczki,O O O O B-MODEL 
Wymiary wycieraczek w Toyocie camry,wycieraczki,O O O O B-MODEL 
Wymiary wycieraczek w Toyocie corolla,wycieraczki,O O O O B-MODEL 
Wymiary wycieraczek w Toyocie avensis,wycieraczki,O O O O B-MODEL 
Wymiary wycieraczek w Toyocie ch-r,wycieraczki,O O O O B-MODEL 
Wymiary wycieraczek w Toyocie highlander,wycieraczki,O O O O B-MODEL 
Wymiary wycieraczek w Toyocie sequoia,wycieraczki,O O O O B-MODEL 
Jakie pióra wycieraczek do Toyoty yaris,wycieraczki,O O O O O B-MODEL 
Jakie pióra wycieraczek do Toyoty auris,wycieraczki,O O O O O B-MODEL 
Jakie pióra wycieraczek do Toyoty prius,wycieraczki,O O O O O B-MODEL 
Jakie pióra wycieraczek do Toyoty aygo,wycieraczki,O O O O O B-MODEL 
Jakie pióra wycieraczek do Toyoty camry,wycieraczki,O O O O O B-MODEL 
Jakie pióra wycieraczek do Toyoty corolla,wycieraczki,O O O O O B-MODEL 
Jakie pióra wycieraczek do Toyoty avensis,wycieraczki,O O O O O B-MODEL 
Jakie pióra wycieraczek do Toyoty ch-r,wycieraczki,O O O O O B-MODEL 
Jakie pióra wycieraczek do Toyoty highlander,wycieraczki,O O O O O B-MODEL 
Jakie pióra wycieraczek do Toyoty sequoia,wycieraczki,O O O O O B-MODEL 
Długość i szerokość wycieraczek do Toyoty yaris,wycieraczki,O O O O O O B-MODEL 
Długość i szerokość wycieraczek do Toyoty auris,wycieraczki,O O O O O O B-MODEL 
Długość i szerokość wycieraczek do Toyoty prius,wycieraczki,O O O O O O B-MODEL 
Długość i szerokość wycieraczek do Toyoty aygo,wycieraczki,O O O O O O B-MODEL 
Długość i szerokość wycieraczek do Toyoty camry,wycieraczki,O O O O O O B-MODEL 
Długość i szerokość wycieraczek do Toyoty corolla,wycieraczki,O O O O O O B-MODEL 
Długość i szerokość wycieraczek do Toyoty avensis,wycieraczki,O O O O O O B-MODEL 
Długość i szerokość wycieraczek do Toyoty ch-r,wycieraczki,O O O O O O B-MODEL 
Długość i szerokość wycieraczek do Toyoty highlander,wycieraczki,O O O O O O B-MODEL 
Długość i szerokość wycieraczek do Toyoty sequoia,wycieraczki,O O O O O O B-MODEL 
Które wycieraczki pasują do Toyoty yaris,wycieraczki,O O O O O B-MODEL 
Które wycieraczki pasują do Toyoty auris,wycieraczki,O O O O O B-MODEL 
Które wycieraczki pasują do Toyoty prius,wycieraczki,O O O O O B-MODEL 
Które wycieraczki pasują do Toyoty aygo,wycieraczki,O O O O O B-MODEL 
Które wycieraczki pasują do Toyoty camry,wycieraczki,O O O O O B-MODEL 
Które wycieraczki pasują do Toyoty corolla,wycieraczki,O O O O O B-MODEL 
Które wycieraczki pasują do Toyoty avensis,wycieraczki,O O O O O B-MODEL 
Które wycieraczki pasują do Toyoty ch-r,wycieraczki,O O O O O B-MODEL 
Które wycieraczki pasują do Toyoty highlander,wycieraczki,O O O O O B-MODEL 
Które wycieraczki pasują do Toyoty sequoia,wycieraczki,O O O O O B-MODEL 
Jakie wycieraczki są odpowiednie do Toyoty yaris,wycieraczki,O O O O O O B-MODEL 
Jakie wycieraczki są odpowiednie do Toyoty auris,wycieraczki,O O O O O O B-MODEL 
Jakie wycieraczki są odpowiednie do Toyoty prius,wycieraczki,O O O O O O B-MODEL 
Jakie wycieraczki są odpowiednie do Toyoty aygo,wycieraczki,O O O O O O B-MODEL 
Jakie wycieraczki są odpowiednie do Toyoty camry,wycieraczki,O O O O O O B-MODEL 
Jakie wycieraczki są odpowiednie do Toyoty corolla,wycieraczki,O O O O O O B-MODEL 
Jakie wycieraczki są odpowiednie do Toyoty avensis,wycieraczki,O O O O O O B-MODEL 
Jakie wycieraczki są odpowiednie do Toyoty ch-r,wycieraczki,O O O O O O B-MODEL 
Jakie wycieraczki są odpowiednie do Toyoty highlander,wycieraczki,O O O O O O B-MODEL 
Jakie wycieraczki są odpowiednie do Toyoty sequoia,wycieraczki,O O O O O O B-MODEL 
Jakie wycieraczki do tego samochodu,wycieraczki,O O O O O 
Długość wycieraczek,wycieraczki,O O 
Wymiary wycieraczek,wycieraczki,O O 
Długość i szerokość wycieraczek,wycieraczki,O O O O 
Jakie pióra wycieraczek do tego samochodu,wycieraczki,O O O O O O 
Jakie pióra wycieraczek do tego auta,wycieraczki,O O O O O O 
Jakie pióra wycieraczek do,wycieraczki,O O O O 
Które wycieraczki do tego samochodu,wycieraczki,O O O O O 
Które wycieraczki do tego auta,wycieraczki,O O O O O 
Jakie wycieraczki są w tym samochodzie,wycieraczki,O O O O O O 
Które wycieraczki są w tym aucie,wycieraczki,O O O O O O 
Jaka jest długość pióra wycieraczki,wycieraczki,O O O O O 
Jakie wycieraczki pasują do tego samochodu,wycieraczki,O O O O O O 
Jakie wycieraczki pasują,wycieraczki,O O O 
Jakie wycieraczki są odpowiednie,wycieraczki,O O O O 
Które wycieraczki pasują,wycieraczki,O O O 
Które wycieraczki są odpowiednie,wycieraczki,O O O O 
Toyota yaris,wybór_zmiennych,O B-MODEL 
Toyota Auris,wybór_zmiennych,O B-MODEL 
Toyota Prius,wybór_zmiennych,O B-MODEL 
Toyota aygo,wybór_zmiennych,O B-MODEL 
Toyota camry,wybór_zmiennych,O B-MODEL 
Toyota Corolla,wybór_zmiennych,O B-MODEL 
Toyota avensis,wybór_zmiennych,O B-MODEL 
Toyota ch-r,wybór_zmiennych,O B-MODEL 
Toyota Highlander,wybór_zmiennych,O B-MODEL 
Toyota sequoia,wybór_zmiennych,O B-MODEL 
Yaris,wybór_zmiennych,B-MODEL 
Auris,wybór_zmiennych,B-MODEL 
Prius,wybór_zmiennych,B-MODEL 
Aygo,wybór_zmiennych,B-MODEL 
Camry,wybór_zmiennych,B-MODEL 
Corolla,wybór_zmiennych,B-MODEL 
Avensis,wybór_zmiennych,B-MODEL 
ch-r,wybór_zmiennych,B-MODEL 
highlander,wybór_zmiennych,B-MODEL 
sequoia,wybór_zmiennych,B-MODEL 
Toyota yaris,wybór_zmiennych,O B-MODEL 
Toyota Auris,wybór_zmiennych,O B-MODEL 
Toyota Prius,wybór_zmiennych,O B-MODEL 
Toyota aygo,wybór_zmiennych,O B-MODEL 
Toyota camry,wybór_zmiennych,O B-MODEL 
Toyota Corolla,wybór_zmiennych,O B-MODEL 
Toyota avensis,wybór_zmiennych,O B-MODEL 
Toyota ch-r,wybór_zmiennych,O B-MODEL 
Toyota Highlander,wybór_zmiennych,O B-MODEL 
Toyota sequoia,wybór_zmiennych,O B-MODEL 
Yaris,wybór_zmiennych,B-MODEL 
Auris,wybór_zmiennych,B-MODEL 
Prius,wybór_zmiennych,B-MODEL 
Aygo,wybór_zmiennych,B-MODEL 
Camry,wybór_zmiennych,B-MODEL 
Corolla,wybór_zmiennych,B-MODEL 
Avensis,wybór_zmiennych,B-MODEL 
ch-r,wybór_zmiennych,B-MODEL 
highlander,wybór_zmiennych,B-MODEL 
sequoia,wybór_zmiennych,B-MODEL 
Wybieram toyote yaris,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote auris,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote prius,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote aygo,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote avensis,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote camry,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote corolla,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote camry,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote ch-r,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote highlander,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote sequoia,wybór_zmiennych,O O B-MODEL 
Wybieram  yaris,wybór_zmiennych,O B-MODEL 
Wybieram  auris,wybór_zmiennych,O B-MODEL 
Wybieram  prius,wybór_zmiennych,O B-MODEL 
Wybieram  aygo,wybór_zmiennych,O B-MODEL 
Wybieram  avensis,wybór_zmiennych,O B-MODEL 
Wybieram  camry,wybór_zmiennych,O B-MODEL 
Wybieram  corolla,wybór_zmiennych,O B-MODEL 
Wybieram  camry,wybór_zmiennych,O B-MODEL 
Wybieram  ch-r,wybór_zmiennych,O B-MODEL 
Wybieram  highlander,wybór_zmiennych,O B-MODEL 
Wybieram  sequoia,wybór_zmiennych,O B-MODEL 
Wybieram toyote yaris,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote auris,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote prius,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote aygo,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote avensis,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote camry,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote corolla,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote camry,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote ch-r,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote highlander,wybór_zmiennych,O O B-MODEL 
Wybieram Toyote sequoia,wybór_zmiennych,O O B-MODEL 
Wybieram  yaris,wybór_zmiennych,O B-MODEL 
Wybieram  auris,wybór_zmiennych,O B-MODEL 
Wybieram  prius,wybór_zmiennych,O B-MODEL 
Wybieram  aygo,wybór_zmiennych,O B-MODEL 
Wybieram  avensis,wybór_zmiennych,O B-MODEL 
Wybieram  camry,wybór_zmiennych,O B-MODEL 
Wybieram  corolla,wybór_zmiennych,O B-MODEL 
Wybieram  camry,wybór_zmiennych,O B-MODEL 
Wybieram  ch-r,wybór_zmiennych,O B-MODEL 
Wybieram  highlander,wybór_zmiennych,O B-MODEL 
Wybieram  sequoia,wybór_zmiennych,O B-MODEL 
Najchętniej  yaris,wybór_zmiennych,O B-MODEL 
Najchętniej  auris,wybór_zmiennych,O B-MODEL 
Najchętniej  prius,wybór_zmiennych,O B-MODEL 
Najchętniej  aygo,wybór_zmiennych,O B-MODEL 
Najchętniej  avensis,wybór_zmiennych,O B-MODEL 
Najchętniej  camry,wybór_zmiennych,O B-MODEL 
Najchętniej  corolla,wybór_zmiennych,O B-MODEL 
Najchętniej  camry,wybór_zmiennych,O B-MODEL 
Najchętniej ch-r,wybór_zmiennych,O B-MODEL 
Najchętniej highlander,wybór_zmiennych,O B-MODEL 
Najchętniej sequoia,wybór_zmiennych,O B-MODEL 
Dostępne wersje silnikowe w Toyocie yaris,wersje_silnikowe,O O O O O B-MODEL 
Dostępne wersje silnikowe w Toyocie auris,wersje_silnikowe,O O O O O B-MODEL 
Dostępne wersje silnikowe w Toyocie prius,wersje_silnikowe,O O O O O B-MODEL 
Dostępne wersje silnikowe w Toyocie aygo,wersje_silnikowe,O O O O O B-MODEL 
Dostępne wersje silnikowe w Toyocie camry,wersje_silnikowe,O O O O O B-MODEL 
Dostępne wersje silnikowe w Toyocie corolla,wersje_silnikowe,O O O O O B-MODEL 
Dostępne wersje silnikowe w Toyocie avensis,wersje_silnikowe,O O O O O B-MODEL 
Dostępne wersje silnikowe w Toyocie ch-r,wersje_silnikowe,O O O O O B-MODEL 
Dostępne wersje silnikowe w Toyocie highlander,wersje_silnikowe,O O O O O B-MODEL 
Dostępne wersje silnikowe w Toyocie sequoia,wersje_silnikowe,O O O O O B-MODEL 
Jaki silnik posiada Toyota yaris,wersje_silnikowe,O O O O B-MODEL 
Jaki silnik posiada Toyota auris,wersje_silnikowe,O O O O B-MODEL 
Jaki silnik posiada Toyota prius,wersje_silnikowe,O O O O B-MODEL 
Jaki silnik posiada Toyota aygo,wersje_silnikowe,O O O O B-MODEL 
Jaki silnik posiada Toyota camry,wersje_silnikowe,O O O O B-MODEL 
Jaki silnik posiada Toyota corolla,wersje_silnikowe,O O O O B-MODEL 
Jaki silnik posiada Toyota avensis,wersje_silnikowe,O O O O B-MODEL 
